OrderNumber,OrderDate,CustomerCode
SO0000735,2021-07-31,CUST00300
SO0000736,2022-07-01,CUST00282
SO0000737,2022-03-28,CUST00326
SO0000738,2021-01-07,CUST00467
SO0000739,2022-05-15,CUST00259
SO0000740,2023-04-25,CUST00171
SO0000741,2022-08-31,CUST00489
SO0000742,2021-07-25,CUST00177
SO0000743,2025-10-11,CUST00258
SO0000744,2023-09-03,CUST00261
SO0000745,2024-10-01,CUST00352
SO0000746,2021-05-02,CUST00253
SO0000747,2025-01-23,CUST00277
SO0000748,2023-09-05,CUST00132
SO0000749,2022-12-09,CUST00405
SO0000750,2023-07-07,CUST00300
SO0000751,2024-12-07,CUST00280
SO0000752,2023-10-16,CUST00020
SO0000753,2025-10-05,CUST00296
SO0000754,2021-03-29,CUST00358
SO0000755,2023-12-15,CUST00450
SO0000756,2022-05-28,CUST00126
SO0000757,2021-07-08,CUST00350
SO0000758,2025-06-28,CUST00473
SO0000759,2025-04-01,CUST00405
SO0000760,2024-11-04,CUST00159
SO0000761,2025-03-12,CUST00088
SO0000762,2023-10-09,CUST00282
SO0000763,2023-04-23,CUST00380
SO0000764,2023-11-13,CUST00263
SO0000765,2022-07-17,CUST00191
SO0000766,2022-03-20,CUST00018
SO0000767,2024-07-28,CUST00286
SO0000768,2023-02-04,CUST00211
SO0000769,2023-11-22,CUST00091
SO0000770,2021-10-05,CUST00124
SO0000771,2023-07-24,CUST00065
SO0000772,2023-03-12,CUST00026
SO0000773,2023-11-03,CUST00256
SO0000774,2024-06-13,CUST00478
SO0000775,2024-01-29,CUST00263
SO0000776,2022-02-24,CUST00010
SO0000777,2022-08-06,CUST00376
SO0000778,2023-12-06,CUST00188
SO0000779,2024-02-28,CUST00298
SO0000780,2025-01-11,CUST00471
SO0000781,2024-04-11,CUST00136
SO0000782,2023-12-16,CUST00445
SO0000783,2022-06-04,CUST00063
SO0000784,2021-11-13,CUST00339
SO0000785,2021-03-15,CUST00153
SO0000786,2024-10-14,CUST00379
SO0000787,2025-02-13,CUST00030
SO0000788,2022-11-14,CUST00468
SO0000789,2022-09-15,CUST00053
SO0000790,2025-10-16,CUST00066
SO0000791,2022-11-04,CUST00059
SO0000792,2023-05-15,CUST00244
SO0000793,2023-11-29,CUST00306
SO0000794,2023-07-23,CUST00383
SO0000795,2023-05-14,CUST00011
SO0000796,2021-08-05,CUST00460
SO0000797,2022-10-15,CUST00274
SO0000798,2025-02-13,CUST00282
SO0000799,2022-04-14,CUST00286
SO0000800,2022-12-02,CUST00407
SO0000801,2023-02-11,CUST00286
SO0000802,2024-10-08,CUST00128
SO0000803,2022-06-29,CUST00183
SO0000804,2023-08-07,CUST00137
SO0000805,2023-09-24,CUST00305
SO0000806,2023-09-05,CUST00486
SO0000807,2023-09-05,CUST00318
SO0000808,2021-08-13,CUST00130
SO0000809,2024-09-10,CUST00251
SO0000810,2023-09-30,CUST00056
SO0000811,2022-12-19,CUST00239
SO0000812,2025-03-21,CUST00157
SO0000813,2022-01-23,CUST00315
SO0000814,2024-05-20,CUST00428
SO0000815,2022-07-20,CUST00494
SO0000816,2024-05-31,CUST00194
SO0000817,2021-06-18,CUST00205
SO0000818,2025-05-13,CUST00092
SO0000819,2023-04-02,CUST00003
SO0000820,2023-11-15,CUST00072
SO0000821,2021-02-02,CUST00106
SO0000822,2023-03-05,CUST00495
SO0000823,2024-08-04,CUST00007
SO0000824,2022-11-07,CUST00196
SO0000825,2024-12-06,CUST00329
SO0000826,2025-01-09,CUST00048
SO0000827,2021-06-29,CUST00050
SO0000828,2022-04-22,CUST00292
SO0000829,2022-01-27,CUST00422
SO0000830,2025-03-10,CUST00209
SO0000831,2024-06-11,CUST00041
SO0000832,2025-06-15,CUST00055
SO0000833,2021-12-24,CUST00252
SO0000834,2025-08-09,CUST00342
SO0000835,2021-11-05,CUST00249
SO0000836,2024-10-21,CUST00005
SO0000837,2024-10-14,CUST00479
SO0000838,2024-06-29,CUST00296
SO0000839,2023-05-09,CUST00237
SO0000840,2021-01-18,CUST00166
SO0000841,2025-09-18,CUST00109
SO0000842,2023-06-04,CUST00287
SO0000843,2024-04-08,CUST00307
SO0000844,2021-11-26,CUST00119
SO0000845,2021-08-28,CUST00436
SO0000846,2021-03-22,CUST00097
SO0000847,2021-06-09,CUST00416
SO0000848,2023-04-22,CUST00301
SO0000849,2024-01-31,CUST00099
SO0000850,2025-08-29,CUST00029
SO0000851,2024-11-22,CUST00317
SO0000852,2022-03-07,CUST00019
SO0000853,2021-11-10,CUST00244
SO0000854,2021-10-18,CUST00093
SO0000855,2022-05-16,CUST00184
SO0000856,2022-11-19,CUST00456
SO0000857,2022-07-01,CUST00045
SO0000858,2021-09-15,CUST00239
SO0000859,2023-10-06,CUST00301
SO0000860,2021-01-16,CUST00137
SO0000861,2021-05-22,CUST00421
SO0000862,2023-05-02,CUST00487
SO0000863,2024-07-22,CUST00028
SO0000864,2024-05-24,CUST00058
SO0000865,2025-02-21,CUST00168
SO0000866,2025-04-03,CUST00178
SO0000867,2023-03-13,CUST00490
SO0000868,2025-01-02,CUST00345
SO0000869,2024-06-03,CUST00277
SO0000870,2025-03-23,CUST00315
SO0000871,2022-04-01,CUST00297
SO0000872,2024-12-14,CUST00153
SO0000873,2023-10-18,CUST00117
SO0000874,2023-05-04,CUST00049
SO0000875,2023-04-06,CUST00486
SO0000876,2021-07-28,CUST00304
SO0000877,2024-11-07,CUST00449
SO0000878,2021-09-24,CUST00377
SO0000879,2024-11-18,CUST00396
SO0000880,2021-05-06,CUST00120
SO0000881,2023-02-01,CUST00354
SO0000882,2025-08-23,CUST00111
SO0000883,2022-02-16,CUST00029
SO0000884,2022-04-27,CUST00442
SO0000885,2021-11-05,CUST00042
SO0000886,2024-06-29,CUST00154
SO0000887,2021-02-17,CUST00268
SO0000888,2025-05-08,CUST00386
SO0000889,2024-04-12,CUST00003
SO0000890,2022-02-21,CUST00100
SO0000891,2024-07-09,CUST00114
SO0000892,2025-04-27,CUST00287
SO0000893,2024-01-12,CUST00335
SO0000894,2021-06-01,CUST00238
SO0000895,2024-07-05,CUST00058
SO0000896,2022-03-20,CUST00481
SO0000897,2023-07-10,CUST00456
SO0000898,2022-12-31,CUST00327
SO0000899,2022-03-25,CUST00458
SO0000900,2022-05-14,CUST00346
SO0000901,2024-04-16,CUST00464
SO0000902,2022-01-28,CUST00319
SO0000903,2024-05-30,CUST00016
SO0000904,2025-07-12,CUST00040
SO0000905,2023-08-26,CUST00237
SO0000906,2025-01-31,CUST00191
SO0000907,2022-06-07,CUST00156
SO0000908,2021-01-09,CUST00229
SO0000909,2021-08-02,CUST00347
SO0000910,2022-07-09,CUST00402
SO0000911,2022-04-24,CUST00313
SO0000912,2024-07-01,CUST00072
SO0000913,2023-04-06,CUST00024
SO0000914,2022-10-12,CUST00257
SO0000915,2025-11-08,CUST00277
SO0000916,2021-12-29,CUST00106
SO0000917,2023-12-05,CUST00271
SO0000918,2021-01-07,CUST00120
SO0000919,2021-04-10,CUST00311
SO0000920,2023-11-01,CUST00372
SO0000921,2022-03-14,CUST00059
SO0000922,2022-08-11,CUST00410
SO0000923,2021-07-16,CUST00246
SO0000924,2021-03-23,CUST00457
SO0000925,2024-09-24,CUST00496
SO0000926,2024-02-08,CUST00307
SO0000927,2024-03-07,CUST00414
SO0000928,2022-02-23,CUST00360
SO0000929,2023-02-02,CUST00256
SO0000930,2022-05-03,CUST00301
SO0000931,2022-04-08,CUST00171
SO0000932,2022-03-05,CUST00351
SO0000933,2025-07-20,CUST00147
SO0000934,2025-10-21,CUST00434
SO0000935,2023-06-19,CUST00221
SO0000936,2024-11-15,CUST00459
SO0000937,2023-12-03,CUST00463
SO0000938,2022-10-01,CUST00010
SO0000939,2024-02-14,CUST00332
SO0000940,2024-09-28,CUST00189
SO0000941,2021-12-04,CUST00154
SO0000942,2025-02-13,CUST00173
SO0000943,2025-01-07,CUST00091
SO0000944,2024-01-09,CUST00074
SO0000945,2022-06-13,CUST00244
SO0000946,2022-03-03,CUST00261
SO0000947,2024-09-18,CUST00269
SO0000948,2024-08-20,CUST00176
SO0000949,2023-09-02,CUST00104
SO0000950,2024-07-16,CUST00033
SO0000951,2022-05-14,CUST00347
SO0000952,2023-03-05,CUST00144
SO0000953,2025-05-01,CUST00015
SO0000954,2023-07-11,CUST00006
SO0000955,2021-07-12,CUST00111
SO0000956,2023-10-22,CUST00018
SO0000957,2023-12-12,CUST00419
SO0000958,2024-11-12,CUST00233
SO0000959,2025-07-18,CUST00187
SO0000960,2022-10-04,CUST00343
SO0000961,2021-02-21,CUST00258
SO0000962,2023-05-04,CUST00132
SO0000963,2023-07-11,CUST00162
SO0000964,2022-09-29,CUST00136
SO0000965,2024-03-15,CUST00392
SO0000966,2022-07-02,CUST00259
SO0000967,2022-06-09,CUST00382
SO0000968,2023-06-19,CUST00026
SO0000969,2024-09-06,CUST00042
SO0000970,2021-08-31,CUST00403
SO0000971,2024-06-16,CUST00347
SO0000972,2021-03-05,CUST00172
SO0000973,2024-01-26,CUST00030
SO0000974,2022-03-27,CUST00306
SO0000975,2023-05-01,CUST00080
SO0000976,2024-09-18,CUST00466
SO0000977,2023-11-02,CUST00496
SO0000978,2022-01-29,CUST00339
SO0000979,2025-10-10,CUST00412
SO0000980,2024-08-24,CUST00037
SO0000981,2023-08-09,CUST00381
SO0000982,2025-07-24,CUST00361
SO0000983,2021-09-22,CUST00299
SO0000984,2021-03-02,CUST00496
SO0000985,2022-08-30,CUST00002
SO0000986,2022-02-14,CUST00313
SO0000987,2021-10-30,CUST00115
SO0000988,2023-12-14,CUST00440
SO0000989,2021-02-23,CUST00494
SO0000990,2021-08-28,CUST00234
SO0000991,2022-09-15,CUST00119
SO0000992,2021-03-28,CUST00500
SO0000993,2025-12-25,CUST00164
SO0000994,2024-01-01,CUST00302
SO0000995,2022-06-13,CUST00338
SO0000996,2022-05-15,CUST00345
SO0000997,2025-09-24,CUST00341
SO0000998,2021-03-09,CUST00178
SO0000999,2024-06-23,CUST00089
SO0001000,2022-08-26,CUST00477
SO0001001,2022-09-29,CUST00425
SO0001002,2021-02-27,CUST00110
SO0001003,2021-04-27,CUST00356
SO0001004,2024-10-24,CUST00349
SO0001005,2021-02-25,CUST00273
SO0001006,2023-05-27,CUST00277
SO0001007,2021-02-11,CUST00252
SO0001008,2024-11-01,CUST00264
SO0001009,2021-07-21,CUST00488
SO0001010,2023-03-13,CUST00143
SO0001011,2024-12-16,CUST00329
SO0001012,2025-09-03,CUST00032
SO0001013,2021-02-18,CUST00356
SO0001014,2025-10-25,CUST00015
SO0001015,2021-08-09,CUST00396
SO0001016,2021-05-17,CUST00194
SO0001017,2022-07-18,CUST00327
SO0001018,2025-04-14,CUST00462
SO0001019,2022-09-29,CUST00459
SO0001020,2025-01-11,CUST00444
SO0001021,2022-10-30,CUST00073
SO0001022,2025-07-19,CUST00275
SO0001023,2021-04-01,CUST00307
SO0001024,2025-07-06,CUST00009
SO0001025,2022-04-22,CUST00170
SO0001026,2021-12-01,CUST00444
SO0001027,2022-07-28,CUST00180
SO0001028,2023-06-12,CUST00405
SO0001029,2021-06-18,CUST00244
SO0001030,2023-08-20,CUST00418
SO0001031,2023-10-07,CUST00079
SO0001032,2024-08-16,CUST00097
SO0001033,2025-04-04,CUST00004
SO0001034,2024-11-25,CUST00394
SO0001035,2023-04-24,CUST00271
SO0001036,2024-12-12,CUST00072
SO0001037,2023-06-28,CUST00051
SO0001038,2025-08-22,CUST00303
SO0001039,2022-12-28,CUST00347
SO0001040,2021-04-11,CUST00458
SO0001041,2023-04-25,CUST00340
SO0001042,2023-07-11,CUST00336
SO0001043,2023-02-18,CUST00038
SO0001044,2023-09-04,CUST00229
SO0001045,2022-06-22,CUST00331
SO0001046,2023-10-27,CUST00097
SO0001047,2022-01-04,CUST00141
SO0001048,2024-04-03,CUST00499
SO0001049,2022-07-19,CUST00032
SO0001050,2023-11-10,CUST00428
SO0001051,2022-12-22,CUST00261
SO0001052,2021-11-28,CUST00298
SO0001053,2024-12-09,CUST00111
SO0001054,2023-11-23,CUST00450
SO0001055,2024-06-24,CUST00108
SO0001056,2021-02-22,CUST00024
SO0001057,2021-10-13,CUST00377
SO0001058,2021-09-26,CUST00300
SO0001059,2023-12-06,CUST00197
SO0001060,2021-05-18,CUST00024
SO0001061,2023-08-31,CUST00181
SO0001062,2021-04-26,CUST00407
SO0001063,2025-04-29,CUST00396
SO0001064,2022-04-25,CUST00124
SO0001065,2022-10-11,CUST00112
SO0001066,2022-01-05,CUST00021
SO0001067,2022-05-22,CUST00191
SO0001068,2024-01-20,CUST00374
SO0001069,2022-05-12,CUST00436
SO0001070,2024-07-06,CUST00448
SO0001071,2021-11-30,CUST00236
SO0001072,2021-11-25,CUST00234
SO0001073,2021-08-29,CUST00151
SO0001074,2021-03-21,CUST00170
SO0001075,2025-06-15,CUST00030
SO0001076,2023-03-10,CUST00124
SO0001077,2021-02-10,CUST00469
SO0001078,2021-04-16,CUST00292
SO0001079,2024-03-31,CUST00078
SO0001080,2022-07-17,CUST00174
SO0001081,2025-05-18,CUST00445
SO0001082,2021-03-26,CUST00146
SO0001083,2021-06-28,CUST00141
SO0001084,2025-03-13,CUST00027
SO0001085,2025-01-25,CUST00294
SO0001086,2023-12-25,CUST00332
SO0001087,2023-02-04,CUST00089
SO0001088,2024-07-09,CUST00459
SO0001089,2023-09-01,CUST00099
SO0001090,2023-04-04,CUST00241
SO0001091,2022-04-15,CUST00006
SO0001092,2024-10-08,CUST00237
SO0001093,2025-06-12,CUST00404
SO0001094,2025-09-04,CUST00092
SO0001095,2022-06-11,CUST00098
SO0001096,2024-04-26,CUST00233
SO0001097,2025-08-29,CUST00027
SO0001098,2023-08-06,CUST00344
SO0001099,2025-12-28,CUST00375
SO0001100,2025-02-06,CUST00429
SO0001101,2021-03-20,CUST00347
SO0001102,2023-09-09,CUST00272
SO0001103,2022-07-06,CUST00003
SO0001104,2024-08-06,CUST00303
SO0001105,2021-03-21,CUST00140
SO0001106,2025-07-10,CUST00478
SO0001107,2021-05-27,CUST00411
SO0001108,2021-12-14,CUST00125
SO0001109,2021-04-23,CUST00177
SO0001110,2024-02-28,CUST00424
SO0001111,2024-05-13,CUST00268
SO0001112,2022-10-05,CUST00348
SO0001113,2022-10-23,CUST00367
SO0001114,2021-11-24,CUST00438
SO0001115,2024-11-13,CUST00167
SO0001116,2024-01-14,CUST00160
SO0001117,2022-09-20,CUST00490
SO0001118,2022-11-18,CUST00004
SO0001119,2021-02-16,CUST00222
SO0001120,2023-10-03,CUST00264
SO0001121,2025-03-25,CUST00265
SO0001122,2025-06-21,CUST00147
SO0001123,2025-03-23,CUST00309
SO0001124,2021-08-03,CUST00266
SO0001125,2021-09-08,CUST00393
SO0001126,2024-01-04,CUST00067
SO0001127,2021-10-24,CUST00046
SO0001128,2024-05-02,CUST00091
SO0001129,2023-08-18,CUST00410
SO0001130,2023-12-21,CUST00136
SO0001131,2021-03-07,CUST00208
SO0001132,2021-10-31,CUST00295
SO0001133,2023-01-16,CUST00181
SO0001134,2025-09-08,CUST00234
SO0001135,2023-06-12,CUST00372
SO0001136,2025-12-28,CUST00372
SO0001137,2023-05-16,CUST00275
SO0001138,2025-10-19,CUST00400
SO0001139,2021-12-11,CUST00319
SO0001140,2025-08-23,CUST00264
SO0001141,2025-03-15,CUST00131
SO0001142,2023-10-23,CUST00345
SO0001143,2023-11-02,CUST00390
SO0001144,2024-08-03,CUST00052
SO0001145,2022-09-30,CUST00001
SO0001146,2023-03-30,CUST00109
SO0001147,2024-08-23,CUST00463
SO0001148,2021-06-07,CUST00084
SO0001149,2024-09-28,CUST00176
SO0001150,2021-09-01,CUST00066
SO0001151,2024-05-31,CUST00210
SO0001152,2021-10-29,CUST00282
SO0001153,2023-01-08,CUST00274
SO0001154,2025-12-22,CUST00211
SO0001155,2025-02-06,CUST00255
SO0001156,2022-09-15,CUST00094
SO0001157,2022-04-11,CUST00247
SO0001158,2023-07-14,CUST00004
SO0001159,2023-11-19,CUST00289
SO0001160,2022-05-16,CUST00370
SO0001161,2025-01-02,CUST00092
SO0001162,2025-01-30,CUST00103
SO0001163,2024-03-28,CUST00468
SO0001164,2023-09-03,CUST00318
SO0001165,2023-10-21,CUST00476
SO0001166,2022-02-18,CUST00375
SO0001167,2022-04-17,CUST00275
SO0001168,2022-12-24,CUST00180
SO0001169,2021-11-03,CUST00420
SO0001170,2023-03-17,CUST00144
SO0001171,2021-06-09,CUST00107
SO0001172,2024-02-09,CUST00335
SO0001173,2025-11-11,CUST00496
SO0001174,2024-01-28,CUST00053
SO0001175,2023-06-09,CUST00258
SO0001176,2025-06-03,CUST00491
SO0001177,2024-10-21,CUST00438
SO0001178,2022-08-12,CUST00151
SO0001179,2025-06-01,CUST00460
SO0001180,2025-07-23,CUST00033
SO0001181,2021-10-23,CUST00285
SO0001182,2021-09-27,CUST00485
SO0001183,2024-06-16,CUST00496
SO0001184,2021-06-19,CUST00377
SO0001185,2025-07-13,CUST00346
SO0001186,2025-05-15,CUST00325
SO0001187,2025-04-14,CUST00294
SO0001188,2024-11-18,CUST00209
SO0001189,2024-07-20,CUST00415
SO0001190,2022-09-20,CUST00155
SO0001191,2024-02-13,CUST00408
SO0001192,2024-07-11,CUST00229
SO0001193,2025-01-18,CUST00099
SO0001194,2023-11-05,CUST00094
SO0001195,2022-04-13,CUST00209
SO0001196,2023-11-12,CUST00311
SO0001197,2024-04-26,CUST00238
SO0001198,2023-01-28,CUST00353
SO0001199,2022-05-17,CUST00273
SO0001200,2024-07-05,CUST00321
SO0001201,2023-01-05,CUST00074
SO0001202,2025-04-23,CUST00104
SO0001203,2023-01-11,CUST00491
SO0001204,2021-09-22,CUST00170
SO0001205,2023-05-17,CUST00299
SO0001206,2022-01-15,CUST00476
SO0001207,2023-12-14,CUST00173
SO0001208,2021-06-05,CUST00218
SO0001209,2022-11-04,CUST00073
SO0001210,2023-09-23,CUST00198
SO0001211,2024-10-11,CUST00098
SO0001212,2022-05-27,CUST00398
SO0001213,2022-04-23,CUST00228
SO0001214,2021-12-07,CUST00202
SO0001215,2023-10-26,CUST00206
SO0001216,2024-09-02,CUST00120
SO0001217,2023-09-07,CUST00244
SO0001218,2021-05-01,CUST00256
SO0001219,2025-09-04,CUST00281
SO0001220,2024-08-15,CUST00416
SO0001221,2023-08-14,CUST00406
SO0001222,2024-08-17,CUST00358
SO0001223,2023-03-11,CUST00135
SO0001224,2023-02-17,CUST00287
SO0001225,2023-02-06,CUST00425
SO0001226,2025-02-11,CUST00400
SO0001227,2025-05-01,CUST00320
SO0001228,2023-03-29,CUST00221
SO0001229,2025-03-17,CUST00474
SO0001230,2022-04-17,CUST00177
SO0001231,2024-10-09,CUST00449
SO0001232,2022-02-17,CUST00482
SO0001233,2024-01-13,CUST00362
SO0001234,2022-04-17,CUST00410
SO0001235,2025-11-06,CUST00090
SO0001236,2021-02-06,CUST00005
SO0001237,2024-08-29,CUST00269
SO0001238,2022-03-30,CUST00039
SO0001239,2021-04-11,CUST00100
SO0001240,2022-01-12,CUST00003
SO0001241,2023-09-18,CUST00364
SO0001242,2022-09-05,CUST00499
SO0001243,2021-04-24,CUST00457
SO0001244,2024-02-26,CUST00259
SO0001245,2022-12-12,CUST00095
SO0001246,2024-08-09,CUST00315
SO0001247,2023-11-04,CUST00390
SO0001248,2024-08-03,CUST00229
SO0001249,2025-03-20,CUST00375
SO0001250,2022-07-11,CUST00046
SO0001251,2021-09-28,CUST00157
SO0001252,2022-11-08,CUST00112
SO0001253,2022-03-06,CUST00458
SO0001254,2024-09-10,CUST00030
SO0001255,2022-07-05,CUST00100
SO0001256,2023-09-22,CUST00095
SO0001257,2024-10-20,CUST00205
SO0001258,2023-04-30,CUST00386
SO0001259,2023-07-08,CUST00472
SO0001260,2024-03-05,CUST00359
SO0001261,2021-11-11,CUST00395
SO0001262,2022-12-15,CUST00231
SO0001263,2023-10-27,CUST00172
SO0001264,2022-04-16,CUST00069
SO0001265,2022-11-14,CUST00308
SO0001266,2025-04-26,CUST00086
SO0001267,2024-10-31,CUST00087
SO0001268,2022-08-20,CUST00363
SO0001269,2021-09-02,CUST00186
SO0001270,2022-02-08,CUST00119
SO0001271,2023-01-31,CUST00221
SO0001272,2025-07-16,CUST00169
SO0001273,2023-12-30,CUST00163
SO0001274,2023-11-21,CUST00325
SO0001275,2022-01-29,CUST00249
SO0001276,2021-10-17,CUST00170
SO0001277,2024-08-25,CUST00026
SO0001278,2023-07-31,CUST00272
SO0001279,2021-02-13,CUST00102
SO0001280,2022-11-03,CUST00390
SO0001281,2025-10-27,CUST00430
SO0001282,2022-01-01,CUST00134
SO0001283,2022-10-02,CUST00483
SO0001284,2025-03-11,CUST00343
SO0001285,2023-06-26,CUST00112
SO0001286,2021-10-24,CUST00318
SO0001287,2023-04-02,CUST00197
SO0001288,2025-02-17,CUST00163
SO0001289,2024-05-06,CUST00402
SO0001290,2021-10-09,CUST00007
SO0001291,2025-09-21,CUST00357
SO0001292,2025-05-16,CUST00126
SO0001293,2025-01-05,CUST00200
SO0001294,2024-07-22,CUST00062
SO0001295,2025-10-26,CUST00472
SO0001296,2023-05-19,CUST00323
SO0001297,2023-08-10,CUST00135
SO0001298,2023-04-20,CUST00316
SO0001299,2021-08-06,CUST00491
SO0001300,2021-01-11,CUST00132
SO0001301,2023-03-19,CUST00248
SO0001302,2025-03-07,CUST00077
SO0001303,2025-03-17,CUST00237
SO0001304,2025-05-17,CUST00299
SO0001305,2022-01-04,CUST00020
SO0001306,2024-04-11,CUST00283
SO0001307,2022-02-01,CUST00198
SO0001308,2022-05-01,CUST00334
SO0001309,2024-03-10,CUST00399
SO0001310,2023-07-07,CUST00249
SO0001311,2023-08-10,CUST00282
SO0001312,2023-07-11,CUST00345
SO0001313,2021-07-12,CUST00397
SO0001314,2025-06-26,CUST00342
SO0001315,2025-10-24,CUST00325
SO0001316,2021-09-24,CUST00264
SO0001317,2025-04-07,CUST00176
SO0001318,2025-01-01,CUST00389
SO0001319,2024-10-30,CUST00069
SO0001320,2022-07-19,CUST00258
SO0001321,2021-12-08,CUST00272
SO0001322,2022-01-19,CUST00244
SO0001323,2021-05-24,CUST00003
SO0001324,2022-12-30,CUST00327
SO0001325,2022-04-11,CUST00293
SO0001326,2022-06-20,CUST00271
SO0001327,2021-05-25,CUST00299
SO0001328,2025-09-29,CUST00101
SO0001329,2023-02-17,CUST00001
SO0001330,2024-05-04,CUST00490
SO0001331,2024-07-15,CUST00204
SO0001332,2025-06-13,CUST00108
SO0001333,2023-06-29,CUST00396
SO0001334,2025-05-17,CUST00191
SO0001335,2025-01-31,CUST00006
SO0001336,2025-03-06,CUST00022
SO0001337,2024-04-01,CUST00439
SO0001338,2023-10-05,CUST00192
SO0001339,2022-10-04,CUST00122
SO0001340,2021-06-05,CUST00443
SO0001341,2025-05-01,CUST00205
SO0001342,2023-10-15,CUST00218
SO0001343,2025-05-28,CUST00203
SO0001344,2024-10-05,CUST00406
SO0001345,2025-10-06,CUST00057
SO0001346,2022-09-03,CUST00121
SO0001347,2021-01-30,CUST00194
SO0001348,2021-11-19,CUST00346
SO0001349,2025-04-21,CUST00322
SO0001350,2024-02-01,CUST00167
SO0001351,2023-05-14,CUST00244
SO0001352,2023-06-10,CUST00337
SO0001353,2025-12-15,CUST00375
SO0001354,2025-04-23,CUST00388
SO0001355,2023-03-17,CUST00352
SO0001356,2022-09-18,CUST00440
SO0001357,2022-07-27,CUST00134
SO0001358,2023-09-19,CUST00253
SO0001359,2022-10-12,CUST00355
SO0001360,2022-09-04,CUST00053
SO0001361,2023-05-25,CUST00466
SO0001362,2023-09-19,CUST00450
SO0001363,2023-03-14,CUST00154
SO0001364,2025-09-17,CUST00096
SO0001365,2022-05-25,CUST00013
SO0001366,2024-11-19,CUST00181
SO0001367,2023-10-09,CUST00195
SO0001368,2024-11-20,CUST00127
SO0001369,2022-08-08,CUST00063
SO0001370,2024-05-06,CUST00467
SO0001371,2021-02-12,CUST00468
SO0001372,2024-09-18,CUST00371
SO0001373,2021-07-06,CUST00072
SO0001374,2023-02-04,CUST00094
SO0001375,2025-03-10,CUST00059
SO0001376,2024-07-09,CUST00269
SO0001377,2024-03-27,CUST00046
SO0001378,2024-05-07,CUST00386
SO0001379,2022-07-25,CUST00193
SO0001380,2025-11-01,CUST00086
SO0001381,2023-03-08,CUST00407
SO0001382,2025-06-17,CUST00040
SO0001383,2021-08-14,CUST00115
SO0001384,2022-04-21,CUST00062
SO0001385,2024-10-29,CUST00045
SO0001386,2024-01-26,CUST00169
SO0001387,2025-09-26,CUST00314
SO0001388,2025-01-21,CUST00284
SO0001389,2025-06-23,CUST00477
SO0001390,2021-03-09,CUST00021
SO0001391,2023-09-21,CUST00183
SO0001392,2021-05-15,CUST00003
SO0001393,2024-06-05,CUST00167
SO0001394,2024-05-22,CUST00021
SO0001395,2025-02-09,CUST00370
SO0001396,2022-09-24,CUST00445
SO0001397,2025-01-22,CUST00181
SO0001398,2021-08-03,CUST00206
SO0001399,2021-12-06,CUST00264
SO0001400,2025-09-16,CUST00155
SO0001401,2021-09-26,CUST00196
SO0001402,2022-07-08,CUST00364
SO0001403,2021-03-24,CUST00316
SO0001404,2024-11-07,CUST00054
SO0001405,2021-10-08,CUST00247
SO0001406,2025-01-06,CUST00244
SO0001407,2022-02-01,CUST00257
SO0001408,2023-07-14,CUST00185
SO0001409,2023-07-11,CUST00370
SO0001410,2025-07-27,CUST00075
SO0001411,2024-02-27,CUST00319
SO0001412,2021-02-10,CUST00226
SO0001413,2025-02-09,CUST00442
SO0001414,2024-07-28,CUST00069
SO0001415,2022-04-09,CUST00436
SO0001416,2025-12-16,CUST00483
SO0001417,2025-07-01,CUST00277
SO0001418,2025-12-19,CUST00394
SO0001419,2023-09-15,CUST00333
SO0001420,2022-10-10,CUST00499
SO0001421,2022-05-21,CUST00479
SO0001422,2022-11-12,CUST00401
SO0001423,2022-11-14,CUST00339
SO0001424,2022-06-08,CUST00492
SO0001425,2023-09-06,CUST00103
SO0001426,2025-07-09,CUST00480
SO0001427,2021-08-30,CUST00210
SO0001428,2023-11-29,CUST00127
SO0001429,2023-04-21,CUST00484
SO0001430,2023-08-16,CUST00452
SO0001431,2024-10-09,CUST00055
SO0001432,2023-12-17,CUST00476
SO0001433,2023-05-30,CUST00137
SO0001434,2021-10-22,CUST00105
SO0001435,2021-07-03,CUST00013
SO0001436,2022-03-19,CUST00169
SO0001437,2021-06-07,CUST00029
SO0001438,2024-10-09,CUST00300
SO0001439,2025-07-11,CUST00329
SO0001440,2021-08-18,CUST00160
SO0001441,2024-05-18,CUST00088
SO0001442,2021-06-02,CUST00463
SO0001443,2023-04-14,CUST00369
SO0001444,2023-07-27,CUST00230
SO0001445,2022-03-18,CUST00254
SO0001446,2025-03-06,CUST00079
SO0001447,2024-07-20,CUST00265
SO0001448,2022-02-18,CUST00019
SO0001449,2025-12-12,CUST00395
SO0001450,2022-08-02,CUST00433
SO0001451,2025-07-31,CUST00022
